open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1722988800000,1.4153000,1.4239000,1.3822000,1.3976000,19393778.9,1722992399999,27149247.94666000,100211,9440947.6,13223057.41336000,0
1722992400000,1.3977000,1.4461000,1.3678000,1.4432000,26403938.4,1722995999999,37162735.55858000,139352,13450197.4,18940035.03936000,0
1722996000000,1.4430000,1.5273000,1.4341000,1.4982000,45477292.1,1722999599999,67714974.47763000,208317,23692639.3,35278607.05772000,0
1722999600000,1.4980000,1.5824000,1.4971000,1.5782000,31922488.8,1723003199999,49130891.25109000,166454,17344302.9,26698427.38016000,0
1723003200000,1.5782000,1.6655000,1.5596000,1.6384000,52556685.9,1723006799999,85469563.42880000,246715,27439275.7,44608560.44070000,0
1723006800000,1.6384000,1.7256000,1.6266000,1.7053000,54775893.7,1723010399999,92703292.73287000,271665,27524709.6,46582764.64849000,0
1723010400000,1.7053000,1.7225000,1.6723000,1.6801000,37766571.1,1723013999999,64179684.91556000,185150,17717044.9,30125596.48926000,0
1723014000000,1.6801000,1.6980000,1.6507000,1.6974000,39212623.4,1723017599999,65608746.59533000,172913,20494304.2,34303612.60808000,0
1723017600000,1.6972000,1.7760000,1.6917000,1.7494000,61320445.7,1723021199999,106810489.12692000,268163,31608734.7,55038547.72314000,0
1723021200000,1.7495000,1.7647000,1.7328000,1.7447000,31516285.3,1723024799999,55040747.70162000,152670,15539310.1,27147253.16835000,0
1723024800000,1.7446000,1.7707000,1.7347000,1.7436000,29121237.8,1723028399999,51011725.56526000,129637,14777153.7,25889785.52747000,0
1723028400000,1.7434000,1.7487000,1.7053000,1.7264000,45202478.3,1723031999999,77897600.30216000,175290,22162236.1,38197561.92659000,0
1723032000000,1.7265000,1.7546000,1.7092000,1.7497000,37878578.3,1723035599999,65495102.92427000,172417,19979458.2,34559673.31541000,0
1723035600000,1.7497000,1.7700000,1.7231000,1.7386000,49039049.1,1723039199999,85585665.62494000,213318,24875864.5,43427732.32142000,0
1723039200000,1.7386000,1.7577000,1.6232000,1.6452000,112691101.9,1723042799999,189136769.62812000,425124,55861560.1,93805586.62801000,0
1723042800000,1.6452000,1.6741000,1.6152000,1.6464000,50076228.4,1723046399999,82221817.56533000,236088,26043990.5,42791457.48506000,0
1723046400000,1.6465000,1.6500000,1.6101000,1.6249000,42917209.7,1723049999999,69729837.22597000,204311,22657546.1,36810844.25698000,0
1723050000000,1.6250000,1.6370000,1.5798000,1.5982000,42536105.7,1723053599999,68203072.12099000,193036,20729919.9,33252350.37782000,0
1723053600000,1.5983000,1.5997000,1.5448000,1.5525000,35450704.1,1723057199999,55676771.53461000,172692,17648754.6,27728689.25034000,0
1723057200000,1.5522000,1.6036000,1.5453000,1.5667000,46768765.2,1723060799999,73673906.27991000,192992,24550218.1,38683287.42778000,0
1723060800000,1.5668000,1.6122000,1.5573000,1.5907000,43834941.0,1723064399999,69608085.56156000,207971,23281476.7,36977377.51995000,0
1723064400000,1.5909000,1.6344000,1.5769000,1.6056000,23320364.3,1723067999999,37435837.16780000,130004,12335596.7,19804707.20764000,0
1723068000000,1.6056000,1.6119000,1.5621000,1.6060000,23777568.3,1723071599999,37850116.75031000,129447,12454111.1,19829325.01082000,0
1723071600000,1.6059000,1.6285000,1.5933000,1.6054000,16873312.9,1723075199999,27131561.93450000,92773,8667540.3,13942264.37382000,0
