open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1717372800000,3.2015000,3.2298000,3.1787000,3.2136000,2218924.8,1717373699999,7105085.55841000,22684,1075754.7,3447278.95803000,0
1717373700000,3.2136000,3.2244000,3.1843000,3.1966000,1721383.8,1717374599999,5510168.30686000,17062,823640.1,2637297.46128000,0
1717374600000,3.1967000,3.2082000,3.1751000,3.1988000,1068605.5,1717375499999,3412235.03530000,15663,499004.2,1594249.06734000,0
1717375500000,3.1990000,3.2297000,3.1882000,3.2085000,882656.4,1717376399999,2833920.38985000,14367,435595.6,1398557.93978000,0
1717376400000,3.2085000,3.2239000,3.1737000,3.2000000,1994847.1,1717377299999,6378839.70421000,25171,1005635.0,3217220.98135000,0
1717377300000,3.2003000,3.2630000,3.1962000,3.2492000,2361217.0,1717378199999,7657998.82766000,30056,1198132.8,3886393.75962000,0
1717378200000,3.2491000,3.2599000,3.2133000,3.2216000,1364602.6,1717379099999,4413660.33845000,17673,610737.4,1975014.53443000,0
1717379100000,3.2214000,3.2671000,3.2177000,3.2582000,1659598.1,1717379999999,5396934.69175000,20704,848111.4,2757639.63959000,0
1717380000000,3.2582000,3.2718000,3.2507000,3.2654000,1016666.0,1717380899999,3316694.05351000,14944,540870.1,1764870.88522000,0
1717380900000,3.2654000,3.2720000,3.2417000,3.2456000,1124076.9,1717381799999,3661976.90346000,13781,514666.6,1677560.03474000,0
1717381800000,3.2463000,3.2536000,3.2311000,3.2426000,844390.4,1717382699999,2736577.70199000,12732,312167.7,1011594.14032000,0
1717382700000,3.2425000,3.2429000,3.2252000,3.2273000,618287.6,1717383599999,1998799.23646000,9521,264801.9,856310.37411000,0
1717383600000,3.2275000,3.2324000,3.1860000,3.1996000,1707742.4,1717384499999,5470360.20550000,20719,677989.5,2171548.57294000,0
1717384500000,3.1996000,3.2034000,3.1577000,3.1797000,1760778.2,1717385399999,5589265.55014000,18888,758700.9,2408570.25427000,0
1717385400000,3.1798000,3.1956000,3.1760000,3.1875000,867346.9,1717386299999,2763541.93105000,11425,451815.9,1439808.56888000,0
1717386300000,3.1876000,3.1989000,3.1766000,3.1874000,653450.6,1717387199999,2084353.39010000,10000,299423.5,955256.56120000,0
1717387200000,3.1875000,3.1956000,3.1626000,3.1760000,1052693.3,1717388099999,3344494.63108000,14341,506844.4,1610299.93105000,0
1717388100000,3.1760000,3.1790000,3.1200000,3.1284000,2600288.2,1717388999999,8182302.53515000,24257,927786.9,2922659.92932000,0
1717389000000,3.1284000,3.1510000,3.1035000,3.1115000,2985427.8,1717389899999,9325348.15749000,28725,1361489.7,4254614.09050000,0
1717389900000,3.1116000,3.1254000,3.0700000,3.0870000,6437951.7,1717390799999,19925680.60397000,43142,2922723.3,9050529.45226000,0
1717390800000,3.0871000,3.1506000,3.0871000,3.1474000,1907039.1,1717391699999,5967583.04495000,24160,995066.0,3110808.98362000,0
1717391700000,3.1474000,3.1684000,3.1222000,3.1482000,1745316.3,1717392599999,5489736.45086000,23304,745897.7,2347971.11172000,0
1717392600000,3.1482000,3.1760000,3.1397000,3.1760000,1861491.6,1717393499999,5882727.48550000,19522,1206307.3,3813763.92955000,0
1717393500000,3.1760000,3.1852000,3.1435000,3.1641000,2246878.7,1717394399999,7107256.17461000,21387,1096477.1,3469996.65822000,0
1717394400000,3.1641000,3.1805000,3.1534000,3.1632000,915306.9,1717395299999,2897152.68844000,13844,452894.2,1433907.65386000,0
1717395300000,3.1633000,3.2501000,3.1626000,3.2474000,3932999.1,1717396199999,12622850.62796000,34883,2467705.9,7922930.71912000,0
1717396200000,3.2469000,3.3129000,3.2379000,3.2756000,7277752.4,1717397099999,23841846.33917000,64359,3584128.7,11741436.95824000,0
1717397100000,3.2758000,3.3182000,3.2541000,3.3109000,5371686.6,1717397999999,17672996.26237000,49883,2515968.0,8279687.37457000,0
1717398000000,3.3114000,3.3545000,3.3023000,3.3237000,5416172.4,1717398899999,18051375.27095000,52406,2598747.4,8663649.63372000,0
1717398900000,3.3235000,3.3620000,3.3025000,3.3089000,3754707.2,1717399799999,12512731.58448000,39123,1629549.1,5435004.44753000,0
1717399800000,3.3087000,3.3578000,3.2913000,3.3517000,2506205.0,1717400699999,8332271.42142000,29072,1244510.7,4139834.83324000,0
1717400700000,3.3516000,3.4045000,3.3395000,3.3994000,4766476.7,1717401599999,16102799.45339000,41847,2367103.0,7997898.45392000,0
1717401600000,3.3993000,3.4290000,3.3751000,3.3898000,4262176.6,1717402499999,14511747.96499000,44965,1907709.5,6499430.68298000,0
1717402500000,3.3899000,3.4380000,3.3825000,3.4265000,3110154.0,1717403399999,10633194.89017000,35718,1598976.2,5466089.39356000,0
1717403400000,3.4265000,3.4522000,3.4150000,3.4218000,3435952.0,1717404299999,11796740.98266000,39987,1761398.5,6050080.89495000,0
1717404300000,3.4218000,3.4455000,3.4112000,3.4124000,3023103.8,1717405199999,10358487.38274000,34227,1409000.1,4828692.53472000,0
1717405200000,3.4129000,3.4224000,3.3588000,3.3757000,4458336.0,1717406099999,15099250.48521000,39318,1867661.5,6326804.02283000,0
1717406100000,3.3756000,3.4007000,3.3501000,3.3845000,3195920.4,1717406999999,10773433.94623000,32926,1576327.2,5313698.00675000,0
1717407000000,3.3844000,3.4468000,3.3763000,3.4048000,3902482.3,1717407899999,13339857.66316000,39819,2034932.5,6955065.43883000,0
1717407900000,3.4048000,3.4263000,3.4006000,3.4167000,1468452.8,1717408799999,5014584.31406000,18834,836381.2,2856098.19266000,0
1717408800000,3.4171000,3.4551000,3.4171000,3.4288000,2444746.8,1717409699999,8405702.68873000,24548,1388033.3,4773235.83730000,0
1717409700000,3.4287000,3.4487000,3.4154000,3.4264000,1461488.5,1717410599999,5014196.93671000,18462,636080.8,2183381.84912000,0
1717410600000,3.4269000,3.4643000,3.4201000,3.4456000,2091155.5,1717411499999,7210967.98874000,22932,1155421.7,3984299.55203000,0
1717411500000,3.4444000,3.4459000,3.3944000,3.4254000,3968773.7,1717412399999,13579306.49181000,34702,1708312.8,5846202.29831000,0
1717412400000,3.4254000,3.4773000,3.4011000,3.4667000,3458551.4,1717413299999,11913164.76744000,37275,1820387.4,6275946.85835000,0
1717413300000,3.4662000,3.4950000,3.4508000,3.4662000,3749594.0,1717414199999,13030603.23306000,39184,1757972.3,6111266.35607000,0
1717414200000,3.4662000,3.4950000,3.4256000,3.4416000,3368745.7,1717415099999,11662122.22031000,37190,1602558.9,5551552.74157000,0
1717415100000,3.4415000,3.4651000,3.4231000,3.4493000,2498698.0,1717415999999,8616018.35291000,30091,1272031.0,4388275.79421000,0
1717416000000,3.4494000,3.4785000,3.4400000,3.4654000,3115302.9,1717416899999,10777336.60674000,33059,1553457.2,5374023.23746000,0
1717416900000,3.4654000,3.4794000,3.4321000,3.4408000,2501773.1,1717417799999,8637848.29188000,27953,1140445.5,3939180.92109000,0
1717417800000,3.4407000,3.4708000,3.4170000,3.4472000,1954217.5,1717418699999,6730563.80322000,25832,1063843.8,3665669.35475000,0
1717418700000,3.4479000,3.4728000,3.4419000,3.4672000,1612060.0,1717419599999,5578454.37537000,19991,887297.1,3070649.80008000,0
1717419600000,3.4672000,3.4866000,3.4451000,3.4774000,1438979.9,1717420499999,4988535.22911000,21035,629763.8,2183007.14326000,0
1717420500000,3.4774000,3.4949000,3.4644000,3.4809000,2201558.8,1717421399999,7666663.93882000,25573,1027607.9,3579843.46100000,0
1717421400000,3.4809000,3.5199000,3.4331000,3.4481000,6038106.7,1717422299999,21050290.41758000,56506,3074842.2,10732967.54296000,0
1717422300000,3.4479000,3.4738000,3.3729000,3.3794000,5917044.2,1717423199999,20252502.56895000,62129,2437544.1,8356027.72641000,0
