open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1717632000000,3.3948000,3.3966000,3.3851000,3.3934000,356785.7,1717632299999,1209878.89575000,5201,182569.4,619162.00151000,0
1717632300000,3.3934000,3.3977000,3.3852000,3.3875000,183401.4,1717632599999,621832.35108000,3481,81851.6,277499.88290000,0
1717632600000,3.3875000,3.4074000,3.3875000,3.4072000,206574.7,1717632899999,701818.41911000,3662,129130.4,438717.12453000,0
1717632900000,3.4073000,3.4073000,3.3832000,3.3847000,399887.3,1717633199999,1357707.73847000,4383,151552.7,514969.38086000,0
1717633200000,3.3848000,3.4020000,3.3847000,3.4019000,199662.1,1717633499999,677217.33357000,3619,134843.4,457334.74893000,0
1717633500000,3.4019000,3.4081000,3.3995000,3.4081000,205228.1,1717633799999,698591.80763000,2835,119304.3,406095.30131000,0
1717633800000,3.4081000,3.4213000,3.4024000,3.4144000,395331.1,1717634099999,1349680.18764000,5602,282223.6,963630.41060000,0
1717634100000,3.4142000,3.4144000,3.3971000,3.3975000,261085.6,1717634399999,889580.76134000,4230,113631.3,387211.02551000,0
1717634400000,3.3975000,3.4028000,3.3950000,3.3951000,164219.9,1717634699999,558173.52180000,2649,98374.5,334395.66008000,0
1717634700000,3.3951000,3.3981000,3.3854000,3.3891000,361250.7,1717634999999,1224591.13968000,4503,111089.3,376786.64646000,0
1717635000000,3.3892000,3.3943000,3.3847000,3.3866000,178258.4,1717635299999,603982.46132000,3218,63783.4,216173.67764000,0
1717635300000,3.3866000,3.3987000,3.3848000,3.3913000,150124.1,1717635599999,509258.75477000,3091,84384.8,286231.09261000,0
1717635600000,3.3914000,3.3964000,3.3821000,3.3913000,223976.3,1717635899999,758878.51726000,4397,90493.8,306747.70506000,0
1717635900000,3.3913000,3.3962000,3.3735000,3.3765000,395133.4,1717636199999,1336604.12204000,5196,144771.8,490134.70299000,0
1717636200000,3.3766000,3.3815000,3.3711000,3.3773000,393845.0,1717636499999,1329436.04523000,5325,171690.5,579645.41571000,0
1717636500000,3.3774000,3.3998000,3.3745000,3.3987000,381809.1,1717636799999,1294104.24072000,5612,279451.9,947177.69129000,0
1717636800000,3.3988000,3.4095000,3.3921000,3.4086000,320922.0,1717637099999,1091360.67637000,4466,159078.2,540992.97889000,0
1717637100000,3.4086000,3.4169000,3.3996000,3.4056000,360792.6,1717637399999,1229646.92940000,5107,138290.3,471498.81644000,0
1717637400000,3.4058000,3.4180000,3.4010000,3.4100000,477848.8,1717637699999,1629755.90822000,4697,283214.1,965522.21197000,0
1717637700000,3.4100000,3.4117000,3.4030000,3.4030000,171274.5,1717637999999,583592.48633000,2808,90516.9,308428.94298000,0
1717638000000,3.4030000,3.4122000,3.4009000,3.4039000,152947.0,1717638299999,520911.80804000,2704,104394.0,355529.96889000,0
1717638300000,3.4038000,3.4116000,3.4006000,3.4021000,144088.4,1717638599999,490732.00508000,2762,75466.6,256996.65278000,0
1717638600000,3.4021000,3.4021000,3.3848000,3.3984000,364509.5,1717638899999,1237322.09678000,5645,195104.6,662195.27823000,0
1717638900000,3.3983000,3.4042000,3.3959000,3.3968000,137204.7,1717639199999,466493.11408000,2737,68681.3,233524.07204000,0
1717639200000,3.3969000,3.4171000,3.3925000,3.4169000,275471.0,1717639499999,938220.57935000,5132,151204.6,515061.50617000,0
1717639500000,3.4170000,3.4190000,3.4092000,3.4135000,245778.4,1717639799999,839025.40386000,4072,113450.9,387281.12139000,0
1717639800000,3.4136000,3.4276000,3.4135000,3.4236000,457568.6,1717640099999,1565920.75931000,6369,229289.2,784803.73746000,0
1717640100000,3.4232000,3.4232000,3.4090000,3.4143000,430488.7,1717640399999,1470029.57283000,5074,245895.4,839654.83180000,0
1717640400000,3.4144000,3.4533000,3.4133000,3.4356000,1331952.9,1717640699999,4578343.56268000,11715,721602.6,2479514.49685000,0
1717640700000,3.4355000,3.4492000,3.4339000,3.4476000,309808.9,1717640999999,1066066.87829000,5153,193330.4,665327.47734000,0
1717641000000,3.4475000,3.4535000,3.4407000,3.4434000,322198.8,1717641299999,1110709.00213000,5193,141676.6,488497.42510000,0
1717641300000,3.4434000,3.4550000,3.4324000,3.4368000,423946.5,1717641599999,1460888.03793000,4749,151929.8,523398.68713000,0
