open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1724284800000,61120.00,61184.70,60953.40,61012.00,3017.885,1724286599999,184307869.80330,44832,1376.701,84085174.88440,0
1724286600000,61012.00,61065.70,60764.90,60791.40,3794.042,1724288399999,231151738.34920,53353,1691.340,103077516.46920,0
1724288400000,60791.50,60964.60,60687.30,60890.60,4234.047,1724290199999,257543525.34940,56004,2326.627,141531586.61490,0
1724290200000,60890.60,60974.60,60781.70,60940.00,2578.068,1724291999999,156931507.98100,34252,1382.715,84177413.69030,0
1724292000000,60940.00,60944.00,60620.40,60646.00,2855.429,1724293799999,173523303.26140,41940,1221.492,74247453.36530,0
1724293800000,60647.00,60734.60,59677.60,60144.70,17666.853,1724295599999,1062937663.30650,196243,7968.807,479288924.08240,0
1724295600000,60144.70,60425.00,60042.00,60338.00,7268.616,1724297399999,437964736.77730,86904,4132.834,249009252.80280,0
1724297400000,60337.90,60598.20,60270.10,60514.90,4151.083,1724299199999,250836800.40670,57448,2192.715,132525650.92120,0
1724299200000,60515.00,60636.10,60422.40,60584.90,2585.269,1724300999999,156437084.72280,41736,1422.608,86095864.88750,0
1724301000000,60584.90,60832.80,60547.40,60795.20,4856.622,1724302799999,294771432.65920,67557,2447.231,148564674.27380,0
1724302800000,60795.10,60795.20,60622.30,60682.50,2447.588,1724304599999,148586973.88470,46818,854.550,51879074.06610,0
1724304600000,60682.50,60699.90,60564.10,60689.10,1825.214,1724306399999,110663035.25100,38193,940.795,57044723.06740,0
1724306400000,60689.00,60925.60,60646.20,60746.40,4515.370,1724308199999,274578356.69570,65752,2173.127,132151917.30450,0
1724308200000,60746.40,60803.30,60678.00,60740.10,1279.349,1724309999999,77699937.62790,29564,653.381,39684267.45390,0
1724310000000,60740.00,60810.60,60678.00,60753.60,1751.493,1724311799999,106381859.03920,32203,958.807,58236287.84800,0
1724311800000,60753.50,61128.80,60695.80,60946.00,4239.669,1724313599999,258288235.47190,56664,2577.249,157020899.36300,0
1724313600000,60946.00,61049.00,60824.00,60982.60,3474.102,1724315399999,211684992.56800,51716,1767.921,107738697.31290,0
1724315400000,60982.60,61092.20,60853.70,60890.70,3445.825,1724317199999,210063339.31830,47523,1447.688,88262137.67050,0
1724317200000,60890.70,60925.40,60761.20,60913.70,2669.418,1724318999999,162439205.52500,38389,1236.291,75236840.43500,0
1724319000000,60913.80,60944.30,60790.10,60850.00,1603.153,1724320799999,97565568.30240,28504,718.636,43737587.59600,0
1724320800000,60850.10,61061.00,60780.00,61054.90,2224.024,1724322599999,135517972.44400,33945,1306.465,79616098.45250,0
1724322600000,61054.90,61392.00,61015.70,61317.50,7196.459,1724324399999,440566460.13890,86644,4061.990,248703285.89770,0
1724324400000,61317.50,61347.90,61062.40,61239.80,4334.807,1724326199999,265205364.22100,57417,1777.285,108736881.38860,0
1724326200000,61239.80,61359.00,61125.70,61297.00,3642.912,1724327999999,223133788.34000,48560,1869.041,114487826.22210,0
1724328000000,61296.90,61364.00,61051.50,61236.50,4751.953,1724329799999,290746595.83260,62125,2191.596,134094933.44000,0
1724329800000,61236.40,61299.00,60700.00,60851.00,14272.258,1724331599999,869179396.79590,144055,5993.458,364993670.22610,0
1724331600000,60851.10,60895.90,60639.00,60757.10,4582.398,1724333399999,278460781.42090,66072,2291.589,139276509.31500,0
1724333400000,60757.00,60883.20,60373.30,60777.40,14379.143,1724335199999,872000148.56950,180996,6940.426,420960998.75210,0
1724335200000,60777.40,60818.00,60373.50,60588.60,8830.154,1724336999999,534654933.04320,125822,4298.055,260273051.17110,0
1724337000000,60588.60,60637.40,60300.00,60475.90,6462.182,1724338799999,390699914.83280,92999,3188.983,192853812.87840,0
1724338800000,60476.00,60822.00,60343.80,60430.90,7902.312,1724340599999,478778728.35990,96619,3904.470,236619968.61330,0
1724340600000,60430.90,60448.00,60060.30,60370.90,10381.625,1724342399999,625282619.66510,125448,5520.359,332523138.70800,0
1724342400000,60370.90,60487.50,60246.90,60456.80,4768.898,1724344199999,287894925.75250,70495,2306.648,139250861.24490,0
1724344200000,60456.90,60554.90,60250.00,60301.40,4063.135,1724345999999,245549632.33810,62002,1891.012,114299363.60380,0
1724346000000,60301.50,60484.70,60201.90,60420.10,3294.301,1724347799999,198834410.33040,54105,1808.070,109128311.96270,0
1724347800000,60420.00,60451.00,60105.50,60134.70,3730.423,1724349599999,224738437.55030,56845,1786.663,107652890.79600,0
1724349600000,60134.70,60526.80,60100.00,60476.60,4703.579,1724351399999,283839015.60730,63948,2656.381,160264800.56520,0
1724351400000,60476.60,60542.30,60255.80,60296.00,2418.325,1724353199999,146124712.87510,41126,1214.380,73385076.94530,0
1724353200000,60295.50,60379.50,60166.00,60193.80,3148.521,1724354999999,189730108.67760,44340,1316.642,79343270.25000,0
1724355000000,60193.80,60411.20,60129.70,60272.70,2397.251,1724356799999,144459735.03040,43425,1374.175,82814676.92080,0
1724356800000,60272.80,60513.60,60250.00,60345.70,3271.394,1724358599999,197488211.96550,45024,1669.326,100782475.08730,0
1724358600000,60345.60,60660.00,60313.50,60637.00,2833.259,1724360399999,171423873.28280,40553,1635.323,98938561.60770,0
1724360400000,60636.80,60673.10,60425.30,60532.10,1742.906,1724362199999,105502088.51190,29551,722.037,43708927.11760,0
1724362200000,60532.20,60600.90,60479.40,60513.60,913.734,1724363999999,55318607.11840,21925,433.858,26266481.38880,0
1724364000000,60513.60,60564.50,60388.20,60499.90,1282.842,1724365799999,77574815.18300,24528,585.898,35432401.71840,0
1724365800000,60499.80,60499.80,60395.00,60408.70,888.087,1724367599999,53670259.96520,19091,390.310,23587188.54900,0
1724367600000,60408.80,60408.80,60273.50,60392.90,1423.493,1724369399999,85896249.39590,24608,724.006,43688231.94110,0
1724369400000,60392.90,60439.00,60330.00,60349.90,999.489,1724371199999,60340194.92610,18592,460.076,27776826.93690,0
