open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1701388800000,37716.90,37734.60,37600,37619.90,4376.811,1701390599999,164740840.54590,35442,1499.015,56423663.94320,0
1701390600000,37620,37682.10,37600.20,37665.60,1757.359,1701392399999,66162149.70620,24690,1018.076,38330321.64160,0
1701392400000,37665.50,37877.30,37626.60,37870.80,6728.107,1701394199999,254172321.14606,62874,4045.962,152850410.80666,0
1701394200000,37870.70,37960,37832.40,37927.30,8904.050,1701395999999,337495782.78197,86573,4552.519,172563750.40997,0
1701396000000,37927.40,37940,37852.10,37865.50,3381.756,1701397799999,128125056.72190,38994,1363.216,51650621.70810,0
1701397800000,37865.60,38070,37857.90,37977.80,7528.107,1701399599999,285996539.11056,65805,4217.045,160204329.12046,0
1701399600000,37977.90,38056.80,37933.40,37978,5322.481,1701401399999,202187107.30960,51556,2605.314,98973629.94760,0
1701401400000,37978,38039.20,37961.10,38030.20,3212.899,1701403199999,122104617.76370,36313,1712.515,65084588.84290,0
1701403200000,38030.10,38199.80,38005.90,38190.20,8888.098,1701404999999,338708144.24948,78858,5203.360,198321518.13488,0
1701405000000,38190.10,38236.60,38103.10,38170.50,7766.961,1701406799999,296572251.53182,79616,3745.470,143028491.13422,0
1701406800000,38170.40,38195.30,38109.20,38162.60,3828.684,1701408599999,146060937.21410,42141,1706.185,65092752.24020,0
1701408600000,38162.70,38169.90,38083,38106.60,2732.820,1701410399999,104174434.01250,32600,1044.950,39835970.55420,0
1701410400000,38106.70,38120,38060.70,38075.90,3140.692,1701412199999,119606885.93883,33174,1296.332,49369454.53420,0
1701412200000,38076,38208,38075.90,38198.10,3482.349,1701413999999,132864718.26517,39499,2013.573,76823427.94107,0
1701414000000,38198.10,38344.80,38182.40,38330,12554.225,1701415799999,480637484.69364,105137,6700.348,256514006.12254,0
1701415800000,38330.10,38330.10,38210,38234.90,7165.262,1701417599999,274164080.52450,63716,2914.255,111497315.49590,0
1701417600000,38234.90,38364,38228.30,38228.40,6955.027,1701419399999,266324480.50000,59860,3637.345,139303948.63660,0
1701419400000,38228.40,38330,38205.20,38298.10,4243.385,1701421199999,162380104.94380,41625,1934.958,74050015.19380,0
1701421200000,38298.10,38750,38298.10,38586,36028.627,1701422999999,1389355145.07452,262829,20642.139,795915901.89582,0
1701423000000,38586.10,38723,38533.80,38706.10,12882.747,1701424799999,497605570.48946,104997,7221.610,278953090.48336,0
1701424800000,38706.10,38844,38578.10,38640.20,17703.435,1701426599999,685453954.91162,136479,9423.689,364957960.97526,0
1701426600000,38640.30,38668.10,38532.10,38537,5646.815,1701428399999,217921275.77670,52970,2586.315,99822083.16250,0
1701428400000,38536.90,38626,38510,38615,5113.823,1701430199999,197262667.60040,47974,2774.039,107010731.30050,0
1701430200000,38615.10,38657.70,38555.50,38578,3389.752,1701431999999,130861021.20870,37387,1470.926,56791626.22380,0
1701432000000,38578,38629.90,38445.30,38539.70,7507.853,1701433799999,289169296.47351,63260,3201.594,123326625.25350,0
1701433800000,38539.70,38551.10,38288.80,38356,13391.056,1701435599999,513995815.04292,105308,5566.469,213649744.47100,0
1701435600000,38356.10,38426.60,38313.20,38399.20,5712.719,1701437399999,219226726.88530,51951,3219.951,123570208.77080,0
1701437400000,38399.20,38434.40,38288.90,38361.30,4788.691,1701439199999,183687445.79000,49064,2496.487,95770411.52530,0
1701439200000,38361.30,38387.30,38209.60,38345,8001.585,1701440999999,306328009.05172,70789,3765.428,144158985.29570,0
1701441000000,38345,38388.80,38243.20,38315.70,5531.005,1701442799999,211929513.40432,56020,2999.672,114944487.23812,0
1701442800000,38315.70,38414,38280.70,38321.80,5701.389,1701444599999,218765964.11522,56400,2970.448,113980869.55442,0
1701444600000,38321.90,38438.80,38308,38401.50,3617.294,1701446399999,138891111.00052,40962,1915.218,73535006.54872,0
1701446400000,38401.40,38780,38383,38779.90,16305.390,1701448199999,629110037.12603,129026,9158.593,353378324.14973,0
1701448200000,38780,38989,38632,38790,32395.121,1701449999999,1257386973.30940,223501,17695.050,687025348.59150,0
1701450000000,38790.10,38880,38691.60,38755.50,9426.854,1701451799999,365625905.15068,83742,4526.369,175562871.38152,0
1701451800000,38755.50,38790,38689.30,38787.10,4769.287,1701453599999,184743171.55016,46666,2334.715,90442359.20770,0
1701453600000,38787.10,38920.90,38738.10,38768.20,7246.055,1701455399999,281272770.54570,63784,3830.498,148722140.30128,0
1701455400000,38768.20,38820,38685.20,38691.70,3680.649,1701457199999,142626163.64086,38096,1459.847,56575991.32540,0
1701457200000,38691.80,38728.50,38612.20,38669.70,5509.667,1701458999999,213032423.28020,51197,2623.620,101448430.06100,0
1701459000000,38669.80,38776.50,38621.30,38750.10,3388.292,1701460799999,131194351.83640,37319,1922.410,74440124.11380,0
1701460800000,38750,38775,38700,38764.30,2174.655,1701462599999,84242276.41860,31509,1054.766,40861414.70750,0
1701462600000,38764.40,38850,38720.70,38734.70,3776.745,1701464399999,146473751.31532,43656,1965.413,76232106.85732,0
1701464400000,38734.70,38836,38734.70,38791.50,2651.453,1701466199999,102880166.31920,32953,1261.646,48951985.28390,0
1701466200000,38791.50,38888,38734.80,38760.40,3534.554,1701467999999,137202009.39960,39702,1673.029,64944517.09540,0
1701468000000,38760.40,38833.90,38757.40,38777.10,1686.348,1701469799999,65426917.86610,22719,696.907,27038391.55490,0
1701469800000,38777,38793.40,38669.30,38683.70,3331.803,1701471599999,128974365.79596,35167,1313.021,50822996.31140,0
1701471600000,38683.70,38721,38658.30,38700.90,1738.058,1701473399999,67254580.30590,23704,974.070,37692009.00520,0
1701473400000,38700.90,38701,38622.30,38660,3761.199,1701475199999,145364161.49100,36257,1445.532,55865468.66030,0
1701475200000,38659.90,38679.20,38613.50,38620.30,2856.222,1701476999999,110383718.62120,28876,997.442,38548639.73030,0
1701477000000,38620.30,38713.50,38615,38692,2178.344,1701478799999,84248664.55480,27239,1413.694,54677035.32970,0
